,incident_id,mine_type,mine_location,country,worker_age,years_experience,employment_type,job_title,gender,incident_date,day_of_week,incident_time,shift_type,hours_into_shift,equipment_involved,task_at_incident,injury_mechanism,injury_type,body_part_injured,injury_severity,ppe_worn
1067,INC-57FCEF89,artisanal,surface,ghana,24,1.6,operator,truck_operator,male,2023-05-06,friday,9.95,morning,9.1,haul_truck,cleaning_clearing,other,fracture,upper_extremity,temporary_disability,none
1068,INC-75407EC8,formal_large,surface,ghana,36,15.4,operator,excavator_operator,male,2023-12-07,wednesday,11.93,morning,7.4,components_parts,other,hit_by_moving,laceration,upper_extremity,restricted_work,none
1069,INC-327E5709,formal_small,surface,ghana,37,19.0,operator,excavator_operator,male,2022-03-13,monday,8.65,morning,9.2,light_vehicle,lifting_lowering,vehicle_motion,laceration,torso,temporary_disability,full
1070,INC-8759E2BE,artisanal,underground,other,31,6.8,operator,other,male,2023-09-19,monday,14.97,evening,8.0,none,charging_up,struck_by_rock,abrasion,upper_extremity,days_away,none
1071,INC-A77D6899,artisanal,surface,south_africa,45,6.8,contractor,other,male,2022-09-06,tuesday,8.52,morning,7.8,components_parts,other,other,abrasion,hand_finger,fatality,none
1072,INC-05DC400A,formal_small,surface,other,39,8.4,operator,truck_operator,male,2024-01-14,friday,9.26,morning,4.6,mobile_equipment,directing_equipment,other,fracture,foot_lower_leg,permanent_disability,full
1073,INC-CD4D94D7,artisanal,surface,ghana,27,1.9,operator,other,male,2024-01-04,wednesday,10.74,morning,3.4,haul_truck,operating_equipment,other,fracture,upper_extremity,days_away,none
1074,INC-1EDAE6C4,artisanal,underground,other,36,9.5,operator,other,male,2024-03-21,monday,1.34,night,6.1,none,other,struck_by_rock,abrasion,multiple,fatality,none
1075,INC-C30574D6,formal_large,surface,ghana,40,20.3,operator,excavator_operator,female,2020-11-26,friday,12.0,morning,3.8,hand_tools,other,struck_by_object,laceration,foot_lower_leg,restricted_work,partial
1076,INC-84A14BDE,formal_small,surface,south_africa,38,20.0,contractor,laborer,male,2023-08-03,saturday,12.19,morning,2.3,mobile_equipment,maintenance_repair,hit_by_moving,multiple,hand_finger,fatality,none
1077,INC-7B1AFAA1,formal_small,surface,zimbabwe,39,6.3,operator,laborer,male,2021-01-18,friday,14.96,evening,5.6,hand_tools,other,other,laceration,hand_finger,restricted_work,none
1078,INC-412B8D6F,artisanal,surface,south_africa,34,5.6,operator,other,female,2022-05-18,friday,9.78,morning,2.3,mobile_equipment,other,other,other,hand_finger,days_away,none
1079,INC-D9B2D6E6,formal_large,underground,drc,54,36.0,operator,supervisor,male,2024-07-03,thursday,11.37,morning,8.6,rock_drill,other,hit_by_moving,laceration,torso,days_away,none
1080,INC-8F53BE22,formal_large,surface,tanzania,31,13.0,operator,laborer,female,2020-08-18,friday,13.83,morning,11.3,components_parts,maintenance_repair,other,contusion,head_face,days_away,full
1081,INC-FD1D8B46,artisanal,surface,tanzania,29,3.5,contractor,mechanic_repairman,male,2023-09-15,friday,13.43,morning,1.0,mobile_equipment,maintenance_repair,pit_collapse,abrasion,hand_finger,days_away,none
1082,INC-231B3EE1,artisanal,surface,south_africa,32,2.7,operator,truck_operator,male,2021-07-10,thursday,10.89,morning,3.5,mobile_equipment,operating_equipment,other,laceration,multiple,days_away,none
1083,INC-01C48D12,artisanal,surface,tanzania,43,19.6,contractor,other,female,2021-04-24,monday,12.25,morning,10.5,mobile_equipment,directing_equipment,pit_collapse,abrasion,hand_finger,days_away,none
1084,INC-0CAD07AE,artisanal,surface,ghana,34,1.4,operator,welder,female,2020-04-01,sunday,11.36,morning,1.6,haul_truck,cleaning_clearing,falling,laceration,foot_lower_leg,days_away,none
1085,INC-1CD00F57,artisanal,underground,other,35,19.0,operator,driller,male,2023-08-09,wednesday,10.39,morning,8.8,rock_drill,charging_up,other,abrasion,head_face,fatality,none
1086,INC-F78F496A,artisanal,surface,tanzania,42,3.7,operator,other,female,2024-02-24,saturday,11.56,morning,6.4,haul_truck,other,falling,contusion,hand_finger,temporary_disability,none
1087,INC-B2EBC413,artisanal,surface,ethiopia,28,12.0,contractor,other,male,2022-04-14,friday,12.41,morning,4.3,haul_truck,other,struck_by_object,abrasion,multiple,permanent_disability,none
1088,INC-D5DEEDAA,formal_small,surface,other,26,8.0,operator,truck_operator,male,2020-12-23,friday,11.39,morning,1.9,mobile_equipment,cleaning_clearing,trapped_between,laceration,multiple,days_away,full
1089,INC-5220899C,formal_small,underground,ethiopia,54,21.7,operator,laborer,female,2023-02-01,thursday,1.31,night,5.9,none,other,hit_by_moving,laceration,foot_lower_leg,days_away,none
1090,INC-6FD847F2,formal_large,surface,ethiopia,41,12.4,operator,other,male,2024-11-17,friday,11.88,morning,10.7,none,maintenance_repair,other,burns,torso,fatality,none
1091,INC-3481746F,artisanal,surface,south_africa,23,1.7,operator,truck_operator,female,2023-12-07,monday,10.42,morning,3.8,components_parts,other,pit_collapse,laceration,multiple,days_away,none
1092,INC-C98E0C5D,formal_large,surface,tanzania,39,7.9,operator,mechanic_repairman,male,2023-10-17,wednesday,12.47,morning,8.7,components_parts,cleaning_clearing,fall_slip,laceration,torso,permanent_disability,full
1093,INC-3926446A,formal_large,surface,ghana,41,23.0,operator,laborer,male,2020-03-22,wednesday,12.5,morning,4.1,hand_tools,lifting_lowering,struck_by_object,amputation,torso,first_aid,full
1094,INC-311ADF61,formal_small,underground,south_africa,44,15.0,contractor,supervisor,female,2024-06-30,friday,11.64,morning,9.6,none,other,falling_object,laceration,head_face,fatality,full
1095,INC-7667234A,formal_small,surface,drc,38,5.1,operator,supervisor,male,2023-01-21,friday,13.25,morning,5.2,hand_tools,other,other,burns,hand_finger,first_aid,partial
1096,INC-B4FDFC7B,formal_large,surface,south_africa,47,15.8,contractor,welder,male,2023-04-01,friday,12.0,morning,7.3,mobile_equipment,other,hit_by_moving,amputation,upper_extremity,fatality,partial
1097,INC-559B70BE,artisanal,surface,tanzania,43,10.1,operator,mechanic_repairman,male,2021-09-10,thursday,15.07,evening,12.0,light_vehicle,lifting_lowering,struck_by_object,contusion,upper_extremity,restricted_work,none
1098,INC-7930682D,artisanal,surface,south_africa,31,15.0,operator,laborer,male,2024-05-28,wednesday,13.53,morning,9.3,mobile_equipment,maintenance_repair,pit_collapse,other,upper_extremity,permanent_disability,none
1099,INC-4E43E197,formal_large,surface,ghana,33,15.0,operator,laborer,female,2022-07-31,saturday,16.56,evening,10.7,haul_truck,other,vehicle_motion,laceration,multiple,restricted_work,full
1100,INC-6FA0D5C6,formal_large,surface,other,40,22.0,operator,laborer,male,2021-03-27,friday,14.42,evening,3.2,mobile_equipment,cleaning_clearing,struck_by_object,multiple,upper_extremity,first_aid,full
1101,INC-ED338DCC,formal_large,surface,south_africa,21,3.0,operator,truck_operator,male,2021-10-26,saturday,13.02,morning,8.0,mobile_equipment,lifting_lowering,trapped_between,laceration,torso,first_aid,full
1102,INC-0EF5E806,artisanal,underground,tanzania,37,17.5,operator,supervisor,male,2021-02-06,saturday,12.03,morning,5.9,components_parts,other,falling_object,other,upper_extremity,permanent_disability,none
1103,INC-B34258EB,artisanal,underground,ethiopia,25,9.0,operator,blaster,male,2024-09-14,wednesday,11.68,morning,7.4,drill_rig,other,fall_from_height,abrasion,head_face,days_away,none
1104,INC-E65C1B8F,formal_large,surface,other,54,18.7,operator,truck_operator,male,2024-01-03,wednesday,14.38,evening,9.2,mobile_equipment,operating_equipment,fall_slip,fracture,foot_lower_leg,first_aid,partial
1105,INC-317FB49E,artisanal,underground,south_africa,33,9.1,operator,blaster,male,2022-12-26,friday,14.16,evening,3.1,none,other,falling_object,abrasion,upper_extremity,first_aid,none
1106,INC-CAF9E957,formal_large,underground,drc,41,18.9,operator,other,male,2023-11-06,thursday,22.48,night,4.2,none,other,falling_object,fracture,foot_lower_leg,days_away,none
1107,INC-FC383226,formal_small,surface,zimbabwe,49,30.1,operator,excavator_operator,female,2024-03-25,thursday,14.84,evening,6.8,mobile_equipment,maintenance_repair,trapped_between,amputation,hand_finger,days_away,full
1108,INC-4439DAB1,artisanal,surface,ghana,23,2.2,contractor,mechanic_repairman,male,2021-09-29,friday,13.53,morning,4.2,mobile_equipment,maintenance_repair,other,abrasion,head_face,temporary_disability,none
1109,INC-7076A45F,formal_large,surface,ghana,47,12.6,operator,other,female,2021-04-13,tuesday,14.57,evening,1.8,mobile_equipment,directing_equipment,other,fracture,multiple,restricted_work,full
1110,INC-8101A220,formal_large,surface,ghana,48,23.2,contractor,mechanic_repairman,male,2024-07-24,wednesday,11.85,morning,0.6,haul_truck,other,hit_by_moving,multiple,upper_extremity,first_aid,full
1111,INC-29991FEA,formal_small,surface,zimbabwe,42,14.2,contractor,welder,female,2021-10-27,thursday,14.07,evening,4.6,hand_tools,maintenance_repair,fall_slip,multiple,torso,fatality,full
1112,INC-E207D667,artisanal,surface,south_africa,31,14.3,contractor,other,female,2020-03-15,friday,13.36,morning,7.2,mobile_equipment,cleaning_clearing,falling,other,upper_extremity,first_aid,none
1113,INC-9411437A,artisanal,underground,ghana,26,10.0,operator,other,male,2023-12-08,thursday,1.63,night,1.4,drill_rig,other,hit_by_moving,other,multiple,fatality,none
1114,INC-82AEDE12,artisanal,surface,tanzania,24,8.0,operator,excavator_operator,male,2021-02-12,thursday,13.47,morning,1.7,mobile_equipment,other,falling,fracture,hand_finger,days_away,none
1115,INC-C8AF4A35,formal_large,underground,zimbabwe,46,28.0,operator,laborer,female,2021-03-04,tuesday,14.72,evening,3.2,earth_moving,drilling,fall_from_height,other,multiple,days_away,full
1116,INC-9FC03DFF,formal_large,surface,south_africa,33,15.0,operator,supervisor,female,2023-07-07,tuesday,10.16,morning,4.1,mobile_equipment,cleaning_clearing,struck_by_object,fracture,head_face,days_away,full
1117,INC-442B8F25,artisanal,surface,ghana,28,8.9,operator,truck_operator,male,2024-12-30,thursday,14.5,evening,5.5,mobile_equipment,other,pit_collapse,contusion,multiple,temporary_disability,none
1118,INC-A44A6F14,formal_large,underground,ghana,31,13.0,operator,driller,male,2020-06-12,monday,12.95,morning,3.1,drill_rig,drilling,struck_by_rock,fracture,multiple,days_away,partial
1119,INC-7E816C51,artisanal,surface,tanzania,18,2.0,operator,welder,female,2023-04-20,thursday,12.25,morning,7.7,components_parts,other,other,laceration,hand_finger,days_away,none
1120,INC-8A96AE08,artisanal,surface,other,22,2.4,contractor,laborer,male,2021-08-31,friday,10.2,morning,4.6,mobile_equipment,operating_equipment,struck_by_object,other,hand_finger,fatality,none
1121,INC-48ACAE06,formal_large,surface,ethiopia,42,22.3,operator,other,male,2024-06-25,saturday,10.95,morning,3.7,mobile_equipment,other,other,laceration,torso,first_aid,partial
1122,INC-1B60D304,artisanal,surface,tanzania,36,10.3,contractor,laborer,male,2024-07-01,tuesday,11.0,morning,0.3,haul_truck,operating_equipment,falling,abrasion,hand_finger,temporary_disability,none
1123,INC-A391AE18,formal_large,surface,south_africa,36,16.7,operator,truck_operator,male,2020-07-09,friday,16.0,evening,1.8,haul_truck,directing_equipment,other,amputation,foot_lower_leg,fatality,full
1124,INC-E46CBF24,formal_small,surface,other,56,6.2,contractor,mechanic_repairman,male,2020-03-27,thursday,12.05,morning,7.8,mobile_equipment,other,struck_by_object,burns,hand_finger,fatality,full
1125,INC-7396D20B,formal_small,surface,ghana,46,18.9,operator,other,male,2022-01-25,friday,12.37,morning,4.8,mobile_equipment,other,struck_by_object,amputation,head_face,temporary_disability,full
1126,INC-714DF2AB,formal_small,surface,ghana,36,18.0,contractor,excavator_operator,male,2020-04-26,saturday,10.15,morning,3.3,components_parts,cleaning_clearing,struck_by_object,multiple,hand_finger,restricted_work,full
1127,INC-28E09581,artisanal,surface,south_africa,33,14.0,operator,mechanic_repairman,male,2021-09-05,thursday,13.38,morning,1.9,mobile_equipment,other,struck_by_object,contusion,foot_lower_leg,days_away,none
1128,INC-0A7B856E,artisanal,surface,south_africa,23,1.5,contractor,welder,male,2020-11-13,saturday,11.55,morning,9.2,components_parts,cleaning_clearing,other,laceration,torso,temporary_disability,none
1129,INC-6856BE88,artisanal,surface,drc,34,1.7,operator,mechanic_repairman,male,2024-11-07,monday,8.1,morning,11.4,haul_truck,other,falling,laceration,multiple,restricted_work,none
1130,INC-60461016,artisanal,surface,south_africa,24,4.3,operator,mechanic_repairman,male,2023-07-18,sunday,12.21,morning,5.1,hand_tools,lifting_lowering,other,fracture,upper_extremity,days_away,none
1131,INC-0B0769AD,formal_small,surface,ghana,40,15.5,operator,other,male,2020-09-21,friday,13.91,morning,6.6,mobile_equipment,directing_equipment,struck_by_object,laceration,upper_extremity,temporary_disability,full
1132,INC-1ED9672E,formal_large,underground,south_africa,44,16.5,operator,supervisor,male,2023-02-07,friday,12.69,morning,8.7,earth_moving,other,other,other,head_face,days_away,none
1133,INC-B27686AB,artisanal,surface,other,35,4.6,contractor,excavator_operator,female,2023-09-28,monday,10.71,morning,0.9,mobile_equipment,maintenance_repair,pit_collapse,laceration,torso,temporary_disability,none
1134,INC-2DEAC83B,artisanal,surface,drc,29,4.0,operator,truck_operator,male,2024-01-18,friday,13.73,morning,3.2,mobile_equipment,other,struck_by_object,other,foot_lower_leg,restricted_work,none
1135,INC-61F54ACA,formal_large,surface,other,42,23.3,operator,other,male,2023-02-25,thursday,15.44,evening,4.0,components_parts,operating_equipment,other,fracture,torso,days_away,full
1136,INC-21D3DE0A,formal_small,underground,other,45,22.4,operator,driller,male,2022-12-06,thursday,14.5,evening,0.2,components_parts,walking,other,fracture,upper_extremity,fatality,partial
1137,INC-62D4033F,formal_small,surface,other,43,16.7,contractor,other,male,2024-04-03,sunday,13.24,morning,9.3,mobile_equipment,maintenance_repair,struck_by_object,laceration,hand_finger,permanent_disability,partial
1138,INC-E5F1097D,formal_large,surface,zimbabwe,29,11.0,operator,other,male,2021-04-02,wednesday,12.38,morning,6.8,mobile_equipment,operating_equipment,hit_by_moving,amputation,head_face,days_away,full
1139,INC-3D910B33,artisanal,surface,south_africa,28,4.7,contractor,supervisor,male,2024-11-19,friday,11.82,morning,8.7,mobile_equipment,maintenance_repair,struck_by_object,abrasion,hand_finger,permanent_disability,none
1140,INC-4B6F8D84,formal_small,surface,ghana,22,4.0,contractor,other,male,2021-01-24,thursday,12.55,morning,1.4,mobile_equipment,maintenance_repair,vehicle_motion,laceration,upper_extremity,days_away,none
1141,INC-E054759B,artisanal,surface,ghana,30,4.8,operator,mechanic_repairman,male,2024-01-11,tuesday,9.24,morning,2.7,mobile_equipment,cleaning_clearing,other,abrasion,multiple,days_away,none
1142,INC-EB6C9EB1,artisanal,surface,tanzania,48,7.9,operator,other,male,2024-10-30,saturday,16.81,evening,9.9,mobile_equipment,lifting_lowering,other,fracture,head_face,fatality,none
1143,INC-99F523C3,artisanal,surface,south_africa,25,3.6,operator,truck_operator,male,2021-04-05,friday,14.45,evening,7.6,haul_truck,other,other,contusion,foot_lower_leg,days_away,none
1144,INC-EF60DB1D,formal_small,surface,south_africa,39,12.9,contractor,mechanic_repairman,female,2023-04-05,friday,15.95,evening,5.4,mobile_equipment,cleaning_clearing,struck_by_object,fracture,hand_finger,restricted_work,none
1145,INC-D5DFE914,formal_large,surface,tanzania,48,28.2,operator,mechanic_repairman,male,2024-03-03,sunday,10.61,morning,0.6,mobile_equipment,other,struck_by_object,amputation,hand_finger,days_away,full
1146,INC-4D688E1D,artisanal,underground,south_africa,32,6.3,contractor,laborer,male,2021-07-01,friday,1.22,night,3.4,drill_rig,other,struck_by_rock,fracture,torso,days_away,none
1147,INC-88656F77,artisanal,surface,south_africa,36,7.6,contractor,mechanic_repairman,female,2022-08-19,sunday,6.05,morning,6.4,mobile_equipment,other,struck_by_object,fracture,torso,first_aid,none
1148,INC-01DC0569,formal_small,underground,south_africa,39,6.8,operator,mechanic_repairman,male,2024-01-02,monday,19.0,evening,1.6,components_parts,other,other,contusion,hand_finger,days_away,full
1149,INC-B5303BCB,artisanal,underground,tanzania,24,5.6,operator,other,male,2023-04-07,tuesday,14.34,evening,9.1,none,other,other,laceration,upper_extremity,fatality,none
1150,INC-3C001E7F,formal_large,underground,south_africa,54,5.5,operator,blaster,male,2024-01-16,monday,11.06,morning,1.5,drill_rig,other,other,laceration,torso,days_away,none
1151,INC-FC21AF2D,artisanal,underground,south_africa,19,3.0,operator,driller,female,2021-05-27,thursday,12.69,morning,3.8,earth_moving,drilling,other,contusion,head_face,days_away,none
1152,INC-C4AE6D10,formal_large,surface,south_africa,42,12.9,contractor,supervisor,male,2022-07-16,saturday,12.93,morning,5.4,mobile_equipment,cleaning_clearing,other,laceration,hand_finger,fatality,full
1153,INC-FEDF8F9B,formal_large,surface,drc,55,18.2,operator,other,male,2024-01-30,tuesday,13.08,morning,6.8,haul_truck,maintenance_repair,other,burns,multiple,days_away,none
1154,INC-14CD67A3,formal_small,surface,south_africa,53,14.5,operator,mechanic_repairman,male,2021-02-15,saturday,12.41,morning,0.6,light_vehicle,other,trapped_between,multiple,head_face,restricted_work,full
1155,INC-8DC1A550,formal_large,surface,south_africa,52,20.7,operator,other,male,2022-03-22,wednesday,12.0,morning,1.7,haul_truck,directing_equipment,other,fracture,multiple,fatality,full
1156,INC-480808A9,formal_large,surface,other,31,5.8,contractor,supervisor,male,2022-08-19,friday,13.65,morning,6.1,haul_truck,operating_equipment,other,laceration,hand_finger,fatality,full
1157,INC-CEA76F6E,formal_large,surface,other,43,12.1,operator,mechanic_repairman,male,2024-01-16,sunday,11.99,morning,2.0,mobile_equipment,operating_equipment,struck_by_object,contusion,head_face,days_away,full
1158,INC-3A378909,formal_small,surface,south_africa,54,26.0,operator,laborer,female,2023-10-04,tuesday,12.0,morning,6.0,none,other,other,laceration,torso,first_aid,full
1159,INC-FBBA2428,artisanal,underground,ghana,26,10.0,operator,mechanic_repairman,male,2022-02-19,thursday,2.52,night,8.7,drill_rig,other,hit_by_moving,contusion,hand_finger,fatality,none
1160,INC-4AFB318A,formal_large,surface,south_africa,45,23.2,contractor,mechanic_repairman,male,2024-10-07,tuesday,12.63,morning,0.4,mobile_equipment,other,other,contusion,head_face,first_aid,partial
1161,INC-AF3FDC95,artisanal,surface,tanzania,36,2.3,operator,truck_operator,male,2023-01-30,saturday,8.69,morning,1.3,mobile_equipment,other,falling,other,foot_lower_leg,restricted_work,none
1162,INC-C90E8239,artisanal,surface,ghana,28,3.4,operator,excavator_operator,male,2023-02-03,monday,11.83,morning,2.1,mobile_equipment,operating_equipment,falling,fracture,hand_finger,days_away,none
1163,INC-16E7C5EA,formal_large,surface,other,48,13.4,contractor,other,male,2020-07-07,tuesday,10.13,morning,4.2,mobile_equipment,maintenance_repair,other,multiple,multiple,days_away,full
1164,INC-6551D38F,formal_large,underground,drc,29,11.0,operator,supervisor,male,2021-02-20,thursday,12.55,morning,6.6,components_parts,walking,other,fracture,foot_lower_leg,days_away,partial
1165,INC-6AEB54A2,artisanal,surface,ethiopia,29,12.8,operator,mechanic_repairman,male,2020-06-17,wednesday,14.09,evening,9.7,haul_truck,cleaning_clearing,falling,fracture,multiple,first_aid,none
1166,INC-74CA820D,artisanal,surface,south_africa,37,9.4,operator,truck_operator,male,2020-01-31,friday,14.65,evening,9.9,mobile_equipment,lifting_lowering,struck_by_object,fracture,hand_finger,days_away,none
1167,INC-F66AF3F8,formal_small,surface,other,61,18.0,operator,excavator_operator,male,2024-10-06,thursday,12.9,morning,3.7,haul_truck,lifting_lowering,vehicle_motion,laceration,multiple,first_aid,partial
1168,INC-59417DC1,artisanal,surface,tanzania,25,9.0,operator,laborer,female,2021-05-29,wednesday,14.04,evening,1.9,hand_tools,directing_equipment,pit_collapse,fracture,torso,days_away,none
1169,INC-8DC24995,formal_large,surface,drc,35,17.0,operator,other,male,2023-08-18,sunday,13.14,morning,2.2,hand_tools,other,trapped_between,multiple,upper_extremity,fatality,full
1170,INC-1CB48CBA,formal_small,underground,south_africa,24,6.0,operator,driller,male,2022-08-14,tuesday,13.35,morning,6.0,components_parts,other,struck_by_rock,laceration,hand_finger,permanent_disability,full
1171,INC-0E8FC431,artisanal,surface,tanzania,30,12.2,operator,welder,male,2020-11-11,friday,10.9,morning,2.7,none,directing_equipment,pit_collapse,abrasion,foot_lower_leg,temporary_disability,none
1172,INC-5854E673,formal_large,surface,drc,39,21.0,operator,other,male,2024-01-23,friday,15.69,evening,9.2,haul_truck,operating_equipment,struck_by_object,burns,multiple,permanent_disability,partial
1173,INC-0BC50AD8,artisanal,surface,other,20,4.0,operator,laborer,male,2022-12-27,wednesday,13.03,morning,5.3,mobile_equipment,maintenance_repair,falling,laceration,multiple,fatality,none
1174,INC-2472672B,formal_small,surface,ethiopia,19,1.0,operator,mechanic_repairman,male,2023-10-06,saturday,13.55,morning,0.6,components_parts,lifting_lowering,other,fracture,multiple,first_aid,partial
1175,INC-F44FA61E,artisanal,underground,zimbabwe,33,17.0,operator,supervisor,female,2023-11-27,monday,21.85,evening,5.9,components_parts,barring_scaling,fall_from_height,abrasion,multiple,fatality,none
1176,INC-190ADC20,formal_small,underground,ghana,32,6.9,operator,driller,female,2024-02-05,wednesday,10.51,morning,5.3,earth_moving,charging_up,falling_object,multiple,torso,days_away,partial
1177,INC-59B6058B,formal_small,surface,tanzania,65,16.3,contractor,excavator_operator,male,2022-12-29,wednesday,11.4,morning,11.9,mobile_equipment,maintenance_repair,other,contusion,foot_lower_leg,first_aid,full
1178,INC-4D4D568D,formal_large,surface,other,39,9.5,operator,truck_operator,male,2020-10-22,sunday,6.86,morning,5.1,mobile_equipment,cleaning_clearing,fall_slip,amputation,multiple,days_away,full
1179,INC-603E7DAA,formal_large,surface,ethiopia,29,11.0,contractor,laborer,male,2022-03-29,wednesday,10.47,morning,4.5,light_vehicle,operating_equipment,other,burns,head_face,fatality,full
1180,INC-A279C48B,artisanal,surface,south_africa,32,16.0,operator,truck_operator,male,2023-09-03,saturday,15.69,evening,0.6,mobile_equipment,lifting_lowering,other,other,torso,days_away,none
1181,INC-A08E3413,formal_large,surface,south_africa,43,16.7,operator,truck_operator,female,2024-03-05,sunday,13.91,morning,4.9,mobile_equipment,operating_equipment,struck_by_object,laceration,upper_extremity,restricted_work,full
1182,INC-3590E835,formal_large,underground,ethiopia,34,16.0,operator,driller,male,2022-08-15,monday,20.69,evening,4.5,earth_moving,other,other,fracture,multiple,days_away,none
1183,INC-A30A57BE,formal_large,surface,other,51,18.6,operator,other,female,2020-04-02,tuesday,12.5,morning,8.6,components_parts,operating_equipment,trapped_between,fracture,multiple,temporary_disability,full
1184,INC-D910A3ED,formal_large,surface,south_africa,34,16.0,contractor,other,male,2024-12-13,tuesday,12.93,morning,10.9,hand_tools,maintenance_repair,hit_by_moving,amputation,upper_extremity,first_aid,full
1185,INC-4365B338,artisanal,underground,ghana,36,3.5,operator,blaster,male,2023-03-02,saturday,11.49,morning,10.1,drill_rig,drilling,other,other,multiple,days_away,none
1186,INC-B8A9DA3E,formal_small,underground,other,45,27.0,operator,other,male,2022-10-16,tuesday,11.16,morning,4.0,none,drilling,other,fracture,head_face,restricted_work,full
1187,INC-4EB60973,artisanal,surface,zimbabwe,22,6.0,operator,welder,male,2022-05-13,monday,12.0,morning,7.0,mobile_equipment,directing_equipment,pit_collapse,laceration,head_face,restricted_work,none
1188,INC-A5F06E49,formal_large,surface,south_africa,32,14.0,operator,supervisor,male,2022-02-27,wednesday,13.28,morning,4.4,hand_tools,other,fall_slip,fracture,head_face,days_away,partial
1189,INC-3463CA76,artisanal,surface,ghana,29,13.0,operator,other,female,2023-03-29,thursday,12.29,morning,5.6,light_vehicle,lifting_lowering,pit_collapse,abrasion,multiple,fatality,none
1190,INC-936C3D7A,formal_small,underground,ghana,65,4.6,operator,other,male,2023-02-16,wednesday,11.13,morning,1.9,earth_moving,charging_up,hit_by_moving,other,multiple,days_away,full
1191,INC-64D9CE9F,formal_small,surface,south_africa,47,21.4,contractor,mechanic_repairman,male,2021-06-14,monday,10.1,morning,2.5,mobile_equipment,other,struck_by_object,laceration,foot_lower_leg,fatality,full
1192,INC-608CB728,artisanal,surface,tanzania,21,5.0,operator,laborer,male,2021-12-15,tuesday,12.81,morning,1.3,mobile_equipment,cleaning_clearing,other,laceration,foot_lower_leg,temporary_disability,none
1193,INC-6BFD3151,artisanal,surface,ethiopia,29,12.4,operator,truck_operator,female,2020-10-23,thursday,12.5,morning,6.6,hand_tools,maintenance_repair,falling,other,head_face,fatality,none
1194,INC-5D451F2C,artisanal,surface,ethiopia,41,6.0,operator,supervisor,female,2021-07-30,tuesday,15.04,evening,0.3,components_parts,other,falling,abrasion,hand_finger,restricted_work,none
1195,INC-FC5C69B0,formal_large,surface,ethiopia,41,15.5,operator,mechanic_repairman,male,2024-11-13,friday,11.05,morning,6.8,mobile_equipment,cleaning_clearing,hit_by_moving,laceration,foot_lower_leg,restricted_work,full
1196,INC-C88706B5,formal_large,underground,south_africa,40,16.8,operator,driller,male,2021-04-02,friday,22.15,night,3.0,none,barring_scaling,other,fracture,multiple,days_away,partial
1197,INC-EC41F274,artisanal,surface,south_africa,28,4.4,operator,supervisor,female,2024-04-27,wednesday,14.37,evening,4.3,mobile_equipment,cleaning_clearing,pit_collapse,other,hand_finger,first_aid,none
1198,INC-696D8002,formal_large,surface,south_africa,37,19.0,contractor,mechanic_repairman,female,2022-03-16,monday,12.86,morning,2.8,mobile_equipment,lifting_lowering,struck_by_object,contusion,foot_lower_leg,days_away,full
1199,INC-03CE8D07,artisanal,underground,south_africa,21,5.0,operator,blaster,male,2024-07-17,sunday,0.55,night,7.5,earth_moving,charging_up,fall_from_height,abrasion,upper_extremity,days_away,none
1200,INC-5DD197FC,formal_small,surface,tanzania,35,16.1,operator,welder,female,2022-11-09,tuesday,12.82,morning,9.5,mobile_equipment,maintenance_repair,vehicle_motion,laceration,foot_lower_leg,restricted_work,partial
1201,INC-19350E9E,formal_small,surface,south_africa,35,17.0,operator,supervisor,male,2023-11-04,wednesday,14.78,evening,4.4,components_parts,other,other,fracture,multiple,days_away,full
1202,INC-A2B9AE87,artisanal,surface,tanzania,26,2.6,operator,mechanic_repairman,male,2021-12-09,tuesday,12.0,morning,3.6,mobile_equipment,other,falling,fracture,hand_finger,temporary_disability,none
1203,INC-9E37C067,artisanal,surface,south_africa,19,3.0,operator,other,male,2020-04-28,tuesday,13.01,morning,6.1,components_parts,other,struck_by_object,other,torso,first_aid,none
1204,INC-CF89B132,formal_large,surface,south_africa,58,19.8,operator,mechanic_repairman,male,2021-10-12,tuesday,12.85,morning,10.7,components_parts,lifting_lowering,struck_by_object,multiple,foot_lower_leg,restricted_work,full
1205,INC-C5517038,formal_large,surface,south_africa,37,5.6,contractor,welder,male,2023-02-20,thursday,12.57,morning,7.3,mobile_equipment,operating_equipment,other,amputation,hand_finger,fatality,full
1206,INC-DAB68CCA,artisanal,surface,zimbabwe,21,5.0,operator,laborer,female,2021-03-02,thursday,9.38,morning,3.2,components_parts,maintenance_repair,pit_collapse,fracture,head_face,restricted_work,none
1207,INC-612F4157,formal_small,surface,ethiopia,22,4.0,contractor,mechanic_repairman,male,2021-11-27,friday,11.93,morning,5.8,haul_truck,other,other,multiple,multiple,temporary_disability,partial
1208,INC-C7C545B6,formal_large,surface,drc,31,13.0,contractor,laborer,female,2020-03-18,sunday,14.44,evening,8.0,light_vehicle,operating_equipment,other,amputation,upper_extremity,days_away,full
1209,INC-A6CDE44B,formal_small,underground,south_africa,51,5.1,operator,other,male,2021-09-02,thursday,10.63,morning,8.6,drill_rig,other,fall_from_height,fracture,multiple,days_away,partial
1210,INC-1AB58455,artisanal,surface,ethiopia,35,2.2,contractor,excavator_operator,female,2020-06-27,friday,11.49,morning,3.0,hand_tools,operating_equipment,struck_by_object,abrasion,hand_finger,restricted_work,none
